cnty_name,hospital_type,care_type,care_type_year,count,census_year,census_count,popn_est_year,popn_est_count
Androscoggin,stgh,psych_rsdntl_tx_ped,2021,0,2020,111139,2021,111034
Androscoggin,stgh,psych_rsdntl_tx_ped,2021,0,2010,107702,2022,113023
Androscoggin,stgh,psych_rsdntl_tx_ped,2021,0,2010,107702,2021,111034
Androscoggin,stgh,rural_hlth_clincs,2021,0,2020,111139,2022,113023
Androscoggin,stgh,rural_hlth_clincs,2021,0,2020,111139,2021,111034
Androscoggin,stgh,rural_hlth_clincs,2021,0,2010,107702,2022,113023
Androscoggin,stgh,rural_hlth_clincs,2021,0,2010,107702,2021,111034
Androscoggin,stgh,psych_care,2021,0,2020,111139,2022,113023
Androscoggin,stgh,psych_care,2021,0,2020,111139,2021,111034
Androscoggin,stgh,psych_care,2021,0,2010,107702,2022,113023
Androscoggin,stgh,psych_care,2021,0,2010,107702,2021,111034
Androscoggin,stgh,substnc_use_inpat_care,2021,0,2020,111139,2022,113023
Androscoggin,stgh,substnc_use_inpat_care,2021,0,2020,111139,2021,111034
Androscoggin,stgh,substnc_use_inpat_care,2021,0,2010,107702,2022,113023
Androscoggin,stgh,substnc_use_inpat_care,2021,0,2010,107702,2021,111034
Androscoggin,stgh,substnc_use_ped_svc,2021,0,2020,111139,2022,113023
Androscoggin,stgh,substnc_use_ped_svc,2021,0,2020,111139,2021,111034
Androscoggin,stgh,substnc_use_ped_svc,2021,0,2010,107702,2022,113023
Androscoggin,stgh,substnc_use_ped_svc,2021,0,2010,107702,2021,111034
Androscoggin,stgh,substnc_use_outpt_svc,2021,0,2020,111139,2022,113023
Androscoggin,stgh,substnc_use_outpt_svc,2021,0,2020,111139,2021,111034
Androscoggin,stgh,substnc_use_outpt_svc,2021,0,2010,107702,2022,113023
Androscoggin,stgh,substnc_use_outpt_svc,2021,0,2010,107702,2021,111034
Androscoggin,stgh,substnc_use_php,2021,0,2020,111139,2022,113023
Androscoggin,stgh,substnc_use_php,2021,0,2020,111139,2021,111034
Androscoggin,stgh,substnc_use_php,2021,0,2010,107702,2022,113023
Androscoggin,stgh,substnc_use_php,2021,0,2010,107702,2021,111034
Androscoggin,sth,med_assistd_opid_tx,2021,0,2020,111139,2022,113023
Androscoggin,sth,med_assistd_opid_tx,2021,0,2020,111139,2021,111034
Androscoggin,sth,med_assistd_opid_tx,2021,0,2010,107702,2022,113023
Androscoggin,sth,med_assistd_opid_tx,2021,0,2010,107702,2021,111034
Androscoggin,sth,med_assistd_oth_subst_tx,2021,0,2020,111139,2022,113023
Androscoggin,sth,med_assistd_oth_subst_tx,2021,0,2020,111139,2021,111034
Androscoggin,sth,med_assistd_oth_subst_tx,2021,0,2010,107702,2022,113023
Androscoggin,sth,med_assistd_oth_subst_tx,2021,0,2010,107702,2021,111034
Aroostook,stgh,gen_med_surg_care_adult,2021,4,2020,67105,2022,67255
Aroostook,stgh,gen_med_surg_care_adult,2021,4,2020,67105,2021,66859
Aroostook,stgh,gen_med_surg_care_adult,2021,4,2010,71870,2022,67255
Aroostook,stgh,gen_med_surg_care_adult,2021,4,2010,71870,2021,66859
Aroostook,stgh,gen_med_surg_care_ped,2021,2,2020,67105,2022,67255
Aroostook,stgh,gen_med_surg_care_ped,2021,2,2020,67105,2021,66859
Aroostook,stgh,gen_med_surg_care_ped,2021,2,2010,71870,2022,67255
Aroostook,stgh,gen_med_surg_care_ped,2021,2,2010,71870,2021,66859
Aroostook,stgh,obstetrc_care,2021,4,2020,67105,2022,67255
Aroostook,stgh,obstetrc_care,2021,4,2020,67105,2021,66859
Aroostook,stgh,obstetrc_care,2021,4,2010,71870,2022,67255
Aroostook,stgh,obstetrc_care,2021,4,2010,71870,2021,66859
Aroostook,stgh,neonat_icu,2021,0,2020,67105,2022,67255
Aroostook,stgh,neonat_icu,2021,0,2020,67105,2021,66859
Aroostook,stgh,neonat_icu,2021,0,2010,71870,2022,67255
Aroostook,stgh,neonat_icu,2021,0,2010,71870,2021,66859
Aroostook,stgh,amb_svc,2021,1,2020,67105,2022,67255
Aroostook,stgh,amb_svc,2021,1,2020,67105,2021,66859
Aroostook,stgh,amb_svc,2021,1,2010,71870,2022,67255
Aroostook,stgh,amb_svc,2021,1,2010,71870,2021,66859
Aroostook,stgh,air_amb_svc,2021,0,2020,67105,2022,67255
Aroostook,stgh,air_amb_svc,2021,0,2020,67105,2021,66859
Aroostook,stgh,air_amb_svc,2021,0,2010,71870,2022,67255
Aroostook,stgh,air_amb_svc,2021,0,2010,71870,2021,66859
Aroostook,stgh,birth_postprtm_rm,2021,4,2020,67105,2022,67255
Aroostook,stgh,birth_postprtm_rm,2021,4,2020,67105,2021,66859
Aroostook,stgh,birth_postprtm_rm,2021,4,2010,71870,2022,67255
Aroostook,stgh,birth_postprtm_rm,2021,4,2010,71870,2021,66859
Aroostook,stgh,case_mgmt,2021,4,2020,67105,2022,67255
Aroostook,stgh,case_mgmt,2021,4,2020,67105,2021,66859
Aroostook,stgh,case_mgmt,2021,4,2010,71870,2022,67255
Aroostook,stgh,case_mgmt,2021,4,2010,71870,2021,66859
Aroostook,stgh,chemthpy,2021,3,2020,67105,2022,67255
Aroostook,stgh,chemthpy,2021,3,2020,67105,2021,66859
Aroostook,stgh,chemthpy,2021,3,2010,71870,2022,67255
Aroostook,stgh,chemthpy,2021,3,2010,71870,2021,66859
Aroostook,stgh,criss_prevn,2021,2,2020,67105,2022,67255
Aroostook,stgh,criss_prevn,2021,2,2020,67105,2021,66859
Aroostook,stgh,criss_prevn,2021,2,2010,71870,2022,67255
Aroostook,stgh,criss_prevn,2021,2,2010,71870,2021,66859
Aroostook,stgh,ed,2021,4,2020,67105,2022,67255
Aroostook,stgh,ed,2021,4,2020,67105,2021,66859
Aroostook,stgh,ed,2021,4,2010,71870,2022,67255
Aroostook,stgh,ed,2021,4,2010,71870,2021,66859
Aroostook,stgh,off_camps_ed,2021,0,2020,67105,2022,67255
Aroostook,stgh,off_camps_ed,2021,0,2020,67105,2021,66859
Aroostook,stgh,off_camps_ed,2021,0,2010,71870,2022,67255
Aroostook,stgh,off_camps_ed,2021,0,2010,71870,2021,66859
Aroostook,stgh,ped_ed,2021,0,2020,67105,2022,67255
Aroostook,stgh,ped_ed,2021,0,2020,67105,2021,66859
Aroostook,stgh,ped_ed,2021,0,2010,71870,2022,67255
Aroostook,stgh,ped_ed,2021,0,2010,71870,2021,66859
Aroostook,stgh,cert_tram_ctr,2021,2,2020,67105,2022,67255
Aroostook,stgh,cert_tram_ctr,2021,2,2020,67105,2021,66859
Aroostook,stgh,cert_tram_ctr,2021,2,2010,71870,2022,67255
Aroostook,stgh,cert_tram_ctr,2021,2,2010,71870,2021,66859
Aroostook,stgh,comn_hlth_eductn,2021,4,2020,67105,2022,67255
Aroostook,stgh,comn_hlth_eductn,2021,4,2020,67105,2021,66859
Aroostook,stgh,comn_hlth_eductn,2021,4,2010,71870,2022,67255
Aroostook,stgh,comn_hlth_eductn,2021,4,2010,71870,2021,66859
Aroostook,stgh,oncolgy_svc,2021,3,2020,67105,2022,67255
Aroostook,stgh,oncolgy_svc,2021,3,2020,67105,2021,66859
Aroostook,stgh,oncolgy_svc,2021,3,2010,71870,2022,67255
Aroostook,stgh,oncolgy_svc,2021,3,2010,71870,2021,66859
Aroostook,stgh,prim_care_deprtmnt,2021,3,2020,67105,2022,67255
Aroostook,stgh,prim_care_deprtmnt,2021,3,2020,67105,2021,66859
Aroostook,stgh,prim_care_deprtmnt,2021,3,2010,71870,2022,67255
Aroostook,stgh,prim_care_deprtmnt,2021,3,2010,71870,2021,66859
Aroostook,stgh,psych_conslttn_lisn_svc,2021,2,2020,67105,2022,67255
Aroostook,stgh,psych_conslttn_lisn_svc,2021,2,2020,67105,2021,66859
Aroostook,stgh,psych_conslttn_lisn_svc,2021,2,2010,71870,2022,67255
Aroostook,stgh,psych_conslttn_lisn_svc,2021,2,2010,71870,2021,66859
Aroostook,stnglth,psych_conslt_svc,2021,0,2020,67105,2022,67255
Aroostook,stnglth,psych_conslt_svc,2021,0,2020,67105,2021,66859
Aroostook,stnglth,psych_conslt_svc,2021,0,2010,71870,2022,67255
Aroostook,stnglth,psych_conslt_svc,2021,0,2010,71870,2021,66859
Aroostook,stgh,psych_ped_care_svc,2021,1,2020,67105,2022,67255
Aroostook,stgh,psych_ped_care_svc,2021,1,2020,67105,2021,66859
Aroostook,stgh,psych_ped_care_svc,2021,1,2010,71870,2022,67255
Aroostook,stgh,psych_ped_care_svc,2021,1,2010,71870,2021,66859
Aroostook,stgh,psych_gertrc_svc,2021,1,2020,67105,2022,67255
Aroostook,stgh,psych_gertrc_svc,2021,1,2020,67105,2021,66859
Aroostook,stgh,psych_gertrc_svc,2021,1,2010,71870,2022,67255
Aroostook,stgh,psych_gertrc_svc,2021,1,2010,71870,2021,66859
Aroostook,stgh,psych_eductnl_svc,2021,1,2020,67105,2022,67255
Aroostook,stgh,psych_eductnl_svc,2021,1,2020,67105,2021,66859
Aroostook,stgh,psych_eductnl_svc,2021,1,2010,71870,2022,67255
Aroostook,stgh,psych_eductnl_svc,2021,1,2010,71870,2021,66859
Aroostook,stgh,psych_outpt_svc,2021,2,2020,67105,2022,67255
Aroostook,stgh,psych_outpt_svc,2021,2,2020,67105,2021,66859
Aroostook,stgh,psych_outpt_svc,2021,2,2010,71870,2022,67255
Aroostook,stgh,psych_outpt_svc,2021,2,2010,71870,2021,66859
Aroostook,stgh,psych_intensv_outpt_svc,2021,0,2020,67105,2022,67255
Aroostook,stgh,psych_intensv_outpt_svc,2021,0,2020,67105,2021,66859
Aroostook,stgh,psych_intensv_outpt_svc,2021,0,2010,71870,2022,67255
Aroostook,stgh,psych_intensv_outpt_svc,2021,0,2010,71870,2021,66859
Aroostook,sth,socl_comn_psych_svc,2021,0,2020,67105,2022,67255
Aroostook,sth,socl_comn_psych_svc,2021,0,2020,67105,2021,66859
Aroostook,sth,socl_comn_psych_svc,2021,0,2010,71870,2022,67255
Aroostook,sth,socl_comn_psych_svc,2021,0,2010,71870,2021,66859
Aroostook,sth,natal_postprtm_psych_svc,2021,0,2020,67105,2022,67255
Aroostook,sth,natal_postprtm_psych_svc,2021,0,2020,67105,2021,66859
Aroostook,sth,natal_postprtm_psych_svc,2021,0,2010,71870,2022,67255
Aroostook,sth,natal_postprtm_psych_svc,2021,0,2010,71870,2021,66859
Aroostook,stgh,psych_php_adult,2021,0,2020,67105,2022,67255
Aroostook,stgh,psych_php_adult,2021,0,2020,67105,2021,66859
Aroostook,stgh,psych_php_adult,2021,0,2010,71870,2022,67255
Aroostook,stgh,psych_php_adult,2021,0,2010,71870,2021,66859
Aroostook,stgh,psych_php_ped,2021,0,2020,67105,2022,67255
Aroostook,stgh,psych_php_ped,2021,0,2020,67105,2021,66859
Aroostook,stgh,psych_php_ped,2021,0,2010,71870,2022,67255
Aroostook,stgh,psych_php_ped,2021,0,2010,71870,2021,66859
Aroostook,stgh,psych_rsdntl_tx_adult,2021,0,2020,67105,2022,67255
Aroostook,stgh,psych_rsdntl_tx_adult,2021,0,2020,67105,2021,66859
Aroostook,stgh,psych_rsdntl_tx_adult,2021,0,2010,71870,2022,67255
Aroostook,stgh,psych_rsdntl_tx_adult,2021,0,2010,71870,2021,66859
Aroostook,stgh,psych_rsdntl_tx_ped,2021,0,2020,67105,2022,67255
Aroostook,stgh,psych_rsdntl_tx_ped,2021,0,2020,67105,2021,66859
Aroostook,stgh,psych_rsdntl_tx_ped,2021,0,2010,71870,2022,67255
Aroostook,stgh,psych_rsdntl_tx_ped,2021,0,2010,71870,2021,66859
Aroostook,stgh,rural_hlth_clincs,2021,2,2020,67105,2022,67255
Aroostook,stgh,rural_hlth_clincs,2021,2,2020,67105,2021,66859
Aroostook,stgh,rural_hlth_clincs,2021,2,2010,71870,2022,67255
Aroostook,stgh,rural_hlth_clincs,2021,2,2010,71870,2021,66859
Aroostook,stgh,psych_care,2021,1,2020,67105,2022,67255
Aroostook,stgh,psych_care,2021,1,2020,67105,2021,66859
Aroostook,stgh,psych_care,2021,1,2010,71870,2022,67255
Aroostook,stgh,psych_care,2021,1,2010,71870,2021,66859
Aroostook,stgh,substnc_use_inpat_care,2021,0,2020,67105,2022,67255
Aroostook,stgh,substnc_use_inpat_care,2021,0,2020,67105,2021,66859
Aroostook,stgh,substnc_use_inpat_care,2021,0,2010,71870,2022,67255
Aroostook,stgh,substnc_use_inpat_care,2021,0,2010,71870,2021,66859
Aroostook,stgh,substnc_use_ped_svc,2021,0,2020,67105,2022,67255
Aroostook,stgh,substnc_use_ped_svc,2021,0,2020,67105,2021,66859
Aroostook,stgh,substnc_use_ped_svc,2021,0,2010,71870,2022,67255
Aroostook,stgh,substnc_use_ped_svc,2021,0,2010,71870,2021,66859
Aroostook,stgh,substnc_use_outpt_svc,2021,0,2020,67105,2022,67255
Aroostook,stgh,substnc_use_outpt_svc,2021,0,2020,67105,2021,66859
Aroostook,stgh,substnc_use_outpt_svc,2021,0,2010,71870,2022,67255
Aroostook,stgh,substnc_use_outpt_svc,2021,0,2010,71870,2021,66859
Aroostook,stgh,substnc_use_php,2021,0,2020,67105,2022,67255
Aroostook,stgh,substnc_use_php,2021,0,2020,67105,2021,66859
Aroostook,stgh,substnc_use_php,2021,0,2010,71870,2022,67255
Aroostook,stgh,substnc_use_php,2021,0,2010,71870,2021,66859
Aroostook,sth,med_assistd_opid_tx,2021,0,2020,67105,2022,67255
Aroostook,sth,med_assistd_opid_tx,2021,0,2020,67105,2021,66859
Aroostook,sth,med_assistd_opid_tx,2021,0,2010,71870,2022,67255
Aroostook,sth,med_assistd_opid_tx,2021,0,2010,71870,2021,66859
Aroostook,sth,med_assistd_oth_subst_tx,2021,0,2020,67105,2022,67255
Aroostook,sth,med_assistd_oth_subst_tx,2021,0,2020,67105,2021,66859
Aroostook,sth,med_assistd_oth_subst_tx,2021,0,2010,71870,2022,67255
Aroostook,sth,med_assistd_oth_subst_tx,2021,0,2010,71870,2021,66859
Cumberland,stgh,gen_med_surg_care_adult,2021,4,2020,303069,2022,307451
Cumberland,stgh,gen_med_surg_care_adult,2021,4,2020,303069,2021,305231
Cumberland,stgh,gen_med_surg_care_adult,2021,4,2010,281674,2022,307451
Cumberland,stgh,gen_med_surg_care_adult,2021,4,2010,281674,2021,305231
Cumberland,stgh,gen_med_surg_care_ped,2021,2,2020,303069,2022,307451
Cumberland,stgh,gen_med_surg_care_ped,2021,2,2020,303069,2021,305231
Cumberland,stgh,gen_med_surg_care_ped,2021,2,2010,281674,2022,307451
Cumberland,stgh,gen_med_surg_care_ped,2021,2,2010,281674,2021,305231
Cumberland,stgh,obstetrc_care,2021,4,2020,303069,2022,307451
Cumberland,stgh,obstetrc_care,2021,4,2020,303069,2021,305231
Cumberland,stgh,obstetrc_care,2021,4,2010,281674,2022,307451
Cumberland,stgh,obstetrc_care,2021,4,2010,281674,2021,305231
Cumberland,stgh,neonat_icu,2021,1,2020,303069,2022,307451
Cumberland,stgh,neonat_icu,2021,1,2020,303069,2021,305231
Cumberland,stgh,neonat_icu,2021,1,2010,281674,2022,307451
Cumberland,stgh,neonat_icu,2021,1,2010,281674,2021,305231
Cumberland,stgh,amb_svc,2021,2,2020,303069,2022,307451
Cumberland,stgh,amb_svc,2021,2,2020,303069,2021,305231
Cumberland,stgh,amb_svc,2021,2,2010,281674,2022,307451
Cumberland,stgh,amb_svc,2021,2,2010,281674,2021,305231
Cumberland,stgh,air_amb_svc,2021,1,2020,303069,2022,307451
Cumberland,stgh,air_amb_svc,2021,1,2020,303069,2021,305231
Cumberland,stgh,air_amb_svc,2021,1,2010,281674,2022,307451
Cumberland,stgh,air_amb_svc,2021,1,2010,281674,2021,305231
Cumberland,stgh,birth_postprtm_rm,2021,4,2020,303069,2022,307451
Cumberland,stgh,birth_postprtm_rm,2021,4,2020,303069,2021,305231
Cumberland,stgh,birth_postprtm_rm,2021,4,2010,281674,2022,307451
Cumberland,stgh,birth_postprtm_rm,2021,4,2010,281674,2021,305231
Cumberland,stgh,case_mgmt,2021,4,2020,303069,2022,307451
Cumberland,stgh,case_mgmt,2021,4,2020,303069,2021,305231
Cumberland,stgh,case_mgmt,2021,4,2010,281674,2022,307451
Cumberland,stgh,case_mgmt,2021,4,2010,281674,2021,305231
Cumberland,stgh,chemthpy,2021,4,2020,303069,2022,307451
Cumberland,stgh,chemthpy,2021,4,2020,303069,2021,305231
Cumberland,stgh,chemthpy,2021,4,2010,281674,2022,307451
Cumberland,stgh,chemthpy,2021,4,2010,281674,2021,305231
Cumberland,stgh,criss_prevn,2021,1,2020,303069,2022,307451
Cumberland,stgh,criss_prevn,2021,1,2020,303069,2021,305231
Cumberland,stgh,criss_prevn,2021,1,2010,281674,2022,307451
Cumberland,stgh,criss_prevn,2021,1,2010,281674,2021,305231
Cumberland,stgh,ed,2021,4,2020,303069,2022,307451
Cumberland,stgh,ed,2021,4,2020,303069,2021,305231
Cumberland,stgh,ed,2021,4,2010,281674,2022,307451
Cumberland,stgh,ed,2021,4,2010,281674,2021,305231
Cumberland,stgh,off_camps_ed,2021,1,2020,303069,2022,307451
Cumberland,stgh,off_camps_ed,2021,1,2020,303069,2021,305231
Cumberland,stgh,off_camps_ed,2021,1,2010,281674,2022,307451
Cumberland,stgh,off_camps_ed,2021,1,2010,281674,2021,305231
Cumberland,stgh,ped_ed,2021,2,2020,303069,2022,307451
Cumberland,stgh,ped_ed,2021,2,2020,303069,2021,305231
Cumberland,stgh,ped_ed,2021,2,2010,281674,2022,307451
Cumberland,stgh,ped_ed,2021,2,2010,281674,2021,305231
Cumberland,stgh,cert_tram_ctr,2021,2,2020,303069,2022,307451
Cumberland,stgh,cert_tram_ctr,2021,2,2020,303069,2021,305231
Cumberland,stgh,cert_tram_ctr,2021,2,2010,281674,2022,307451
Cumberland,stgh,cert_tram_ctr,2021,2,2010,281674,2021,305231
Cumberland,stgh,comn_hlth_eductn,2021,4,2020,303069,2022,307451
Cumberland,stgh,comn_hlth_eductn,2021,4,2020,303069,2021,305231
Cumberland,stgh,comn_hlth_eductn,2021,4,2010,281674,2022,307451
Cumberland,stgh,comn_hlth_eductn,2021,4,2010,281674,2021,305231
Cumberland,stgh,oncolgy_svc,2021,4,2020,303069,2022,307451
Cumberland,stgh,oncolgy_svc,2021,4,2020,303069,2021,305231
Cumberland,stgh,oncolgy_svc,2021,4,2010,281674,2022,307451
Cumberland,stgh,oncolgy_svc,2021,4,2010,281674,2021,305231
Cumberland,stgh,prim_care_deprtmnt,2021,4,2020,303069,2022,307451
Cumberland,stgh,prim_care_deprtmnt,2021,4,2020,303069,2021,305231
Cumberland,stgh,prim_care_deprtmnt,2021,4,2010,281674,2022,307451
Cumberland,stgh,prim_care_deprtmnt,2021,4,2010,281674,2021,305231
Cumberland,stgh,psych_conslttn_lisn_svc,2021,2,2020,303069,2022,307451
